UNIDAD;NEGOCIO;LINEA/PROCESO;Periodo Admon;FUENTE INFORMACIÓN;Suma de VALOR ANTES IVA
BIENESTAR Y DESARROLLO SOCIAL;EVENTOS;OPERACIÓN EVENTOS CON TERCEROS;2023/04;Ppto;54390,45942
BIENESTAR Y DESARROLLO SOCIAL;EVENTOS;OPERACIÓN EVENTOS CON TERCEROS;2023/05;Ppto;52870,46359
BIENESTAR Y DESARROLLO SOCIAL;EVENTOS;OPERACIÓN EVENTOS CON TERCEROS;2023/06;Ppto;66509,51278
BIENESTAR Y DESARROLLO SOCIAL;EVENTOS;OPERACIÓN EVENTOS CON TERCEROS;2023/07;Ppto;105802,0777
BIENESTAR Y DESARROLLO SOCIAL;EVENTOS;OPERACIÓN EVENTOS CON TERCEROS;2023/08;Ppto;57644,78697
BIENESTAR Y DESARROLLO SOCIAL;EVENTOS;OPERACIÓN EVENTOS CON TERCEROS;2023/09;Ppto;28860,38708
BIENESTAR Y DESARROLLO SOCIAL;EVENTOS;OPERACIÓN EVENTOS CON TERCEROS;2023/10;Ppto;27508,44562
BIENESTAR Y DESARROLLO SOCIAL;EVENTOS;OPERACIÓN EVENTOS CON TERCEROS;2023/11;Ppto;31725,15937
BIENESTAR Y DESARROLLO SOCIAL;EVENTOS;OPERACIÓN EVENTOS CON TERCEROS;2023/12;Ppto;28384,45431
BIENESTAR Y DESARROLLO SOCIAL;EVENTOS;OPERACION EVENTOS CON TERCEROS NACIONAL;2023/01;Ejecutado;6548
BIENESTAR Y DESARROLLO SOCIAL;EVENTOS;OPERACION EVENTOS CON TERCEROS NACIONAL;2023/01;Ppto;116569,8295
BIENESTAR Y DESARROLLO SOCIAL;EVENTOS;OPERACION EVENTOS CON TERCEROS NACIONAL;2023/02;Ppto;6935,877448
BIENESTAR Y DESARROLLO SOCIAL;EVENTOS;OPERACION EVENTOS CON TERCEROS NACIONAL;2023/03;Ppto;9097,578369
BIENESTAR Y DESARROLLO SOCIAL;EVENTOS;OPERACION EVENTOS CON TERCEROS NACIONAL;2023/04;Ppto;7023,653724
BIENESTAR Y DESARROLLO SOCIAL;EVENTOS;OPERACION EVENTOS CON TERCEROS NACIONAL;2023/05;Ppto;7358,099939
BIENESTAR Y DESARROLLO SOCIAL;EVENTOS;OPERACION EVENTOS CON TERCEROS NACIONAL;2023/06;Ppto;8313,642084
BIENESTAR Y DESARROLLO SOCIAL;EVENTOS;OPERACION EVENTOS CON TERCEROS NACIONAL;2023/07;Ppto;7526,011924
BIENESTAR Y DESARROLLO SOCIAL;EVENTOS;OPERACION EVENTOS CON TERCEROS NACIONAL;2023/08;Ppto;7142,666769
BIENESTAR Y DESARROLLO SOCIAL;EVENTOS;OPERACION EVENTOS CON TERCEROS NACIONAL;2023/09;Ppto;7169,016938
BIENESTAR Y DESARROLLO SOCIAL;EVENTOS;OPERACION EVENTOS CON TERCEROS NACIONAL;2023/10;Ppto;7301,417862
BIENESTAR Y DESARROLLO SOCIAL;EVENTOS;OPERACION EVENTOS CON TERCEROS NACIONAL;2023/11;Ppto;13146,10835
BIENESTAR Y DESARROLLO SOCIAL;EVENTOS;OPERACION EVENTOS CON TERCEROS NACIONAL;2023/12;Ppto;7188,370044
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EDUCACION LEY 115;2023/01;Ejecutado;6332174
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EDUCACION LEY 115;2023/01;Ppto;52416762,62
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EDUCACION LEY 115;2023/02;Ppto;43594142,91
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EDUCACION LEY 115;2023/03;Ppto;64162721,4
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EDUCACION LEY 115;2023/04;Ppto;71292602,08
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EDUCACION LEY 115;2023/05;Ppto;62428564,46
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EDUCACION LEY 115;2023/06;Ppto;45542911,35
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EDUCACION LEY 115;2023/07;Ppto;40752248,56
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EDUCACION LEY 115;2023/08;Ppto;69347659,39
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EDUCACION LEY 115;2023/09;Ppto;124514037,3
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EDUCACION LEY 115;2023/10;Ppto;67233145,73
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EDUCACION LEY 115;2023/11;Ppto;163670748,6
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EDUCACION LEY 115;2023/12;Ppto;61151931,27
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EXCEDENTES DEL 55;2023/01;Ejecutado;921224
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EXCEDENTES DEL 55;2023/01;Ppto;2170993,022
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EXCEDENTES DEL 55;2023/02;Ppto;1104399,466
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EXCEDENTES DEL 55;2023/03;Ppto;1654581,949
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EXCEDENTES DEL 55;2023/04;Ppto;2242251,968
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EXCEDENTES DEL 55;2023/05;Ppto;2325424,72
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EXCEDENTES DEL 55;2023/06;Ppto;1427821,443
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EXCEDENTES DEL 55;2023/07;Ppto;1131334,223
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EXCEDENTES DEL 55;2023/08;Ppto;1038212,921
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EXCEDENTES DEL 55;2023/09;Ppto;7116067,39
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EXCEDENTES DEL 55;2023/10;Ppto;1083261,783
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EXCEDENTES DEL 55;2023/11;Ppto;1139248,785
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;EXCEDENTES DEL 55;2023/12;Ppto;1150021,239
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FONIÑEZ;2023/01;Ejecutado;145109561
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FONIÑEZ;2023/01;Ppto;66583356,02
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FONIÑEZ;2023/02;Ppto;48856752,36
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FONIÑEZ;2023/03;Ppto;64612862,78
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FONIÑEZ;2023/04;Ppto;97423410,69
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FONIÑEZ;2023/05;Ppto;73405626,35
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FONIÑEZ;2023/06;Ppto;57249928,89
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FONIÑEZ;2023/07;Ppto;53484137,47
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FONIÑEZ;2023/08;Ppto;58905283,48
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FONIÑEZ;2023/09;Ppto;347462203,3
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FONIÑEZ;2023/10;Ppto;59536008,26
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FONIÑEZ;2023/11;Ppto;63790289
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FONIÑEZ;2023/12;Ppto;59022951,23
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOSFEC;2023/01;Ejecutado;158338998
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOSFEC;2023/01;Ppto;296570538,1
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOSFEC;2023/02;Ppto;188201922,7
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOSFEC;2023/03;Ppto;307900686,2
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOSFEC;2023/04;Ppto;357904953
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOSFEC;2023/05;Ppto;394937798,2
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOSFEC;2023/06;Ppto;332964187,4
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOSFEC;2023/07;Ppto;367827212,6
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOSFEC;2023/08;Ppto;290671168,6
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOSFEC;2023/09;Ppto;643336222,8
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOSFEC;2023/10;Ppto;297197294,4
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOSFEC;2023/11;Ppto;302838429
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOSFEC;2023/12;Ppto;304957787,2
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOVIS;2023/01;Ejecutado;513
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOVIS;2023/01;Ppto;3195,40948
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOVIS;2023/02;Ppto;1810,270323
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOVIS;2023/03;Ppto;14037,29956
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOVIS;2023/04;Ppto;1576,972401
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOVIS;2023/05;Ppto;1515,027965
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOVIS;2023/06;Ppto;1911,59228
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOVIS;2023/07;Ppto;3271,820447
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOVIS;2023/08;Ppto;1682,015427
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOVIS;2023/09;Ppto;721,4652762
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOVIS;2023/10;Ppto;672,3794783
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOVIS;2023/11;Ppto;618,1877834
BIENESTAR Y DESARROLLO SOCIAL;FONDOS DE LEY;FOVIS;2023/12;Ppto;705,4986611
BIENESTAR Y DESARROLLO SOCIAL;PLATAFORMA DE BIENESTAR;LÍNEA DE SOLUCIÓN BIENESTAR A LA CARTA;2023/01;Ejecutado;2582201
BIENESTAR Y DESARROLLO SOCIAL;PLATAFORMA DE BIENESTAR;LÍNEA DE SOLUCIÓN BIENESTAR A LA CARTA;2023/01;Ppto;13125518,43
BIENESTAR Y DESARROLLO SOCIAL;PLATAFORMA DE BIENESTAR;LÍNEA DE SOLUCIÓN BIENESTAR A LA CARTA;2023/02;Ppto;5931819,537
BIENESTAR Y DESARROLLO SOCIAL;PLATAFORMA DE BIENESTAR;LÍNEA DE SOLUCIÓN BIENESTAR A LA CARTA;2023/03;Ppto;8171196,559
BIENESTAR Y DESARROLLO SOCIAL;PLATAFORMA DE BIENESTAR;LÍNEA DE SOLUCIÓN BIENESTAR A LA CARTA;2023/04;Ppto;12337221,01
BIENESTAR Y DESARROLLO SOCIAL;PLATAFORMA DE BIENESTAR;LÍNEA DE SOLUCIÓN BIENESTAR A LA CARTA;2023/05;Ppto;12189487,25
BIENESTAR Y DESARROLLO SOCIAL;PLATAFORMA DE BIENESTAR;LÍNEA DE SOLUCIÓN BIENESTAR A LA CARTA;2023/06;Ppto;9591549,688
BIENESTAR Y DESARROLLO SOCIAL;PLATAFORMA DE BIENESTAR;LÍNEA DE SOLUCIÓN BIENESTAR A LA CARTA;2023/07;Ppto;29763196,85
BIENESTAR Y DESARROLLO SOCIAL;PLATAFORMA DE BIENESTAR;LÍNEA DE SOLUCIÓN BIENESTAR A LA CARTA;2023/08;Ppto;30205433,39
BIENESTAR Y DESARROLLO SOCIAL;PLATAFORMA DE BIENESTAR;LÍNEA DE SOLUCIÓN BIENESTAR A LA CARTA;2023/09;Ppto;40353489,76
BIENESTAR Y DESARROLLO SOCIAL;PLATAFORMA DE BIENESTAR;LÍNEA DE SOLUCIÓN BIENESTAR A LA CARTA;2023/10;Ppto;29593670,19
BIENESTAR Y DESARROLLO SOCIAL;PLATAFORMA DE BIENESTAR;LÍNEA DE SOLUCIÓN BIENESTAR A LA CARTA;2023/11;Ppto;32583362,89
BIENESTAR Y DESARROLLO SOCIAL;PLATAFORMA DE BIENESTAR;LÍNEA DE SOLUCIÓN BIENESTAR A LA CARTA;2023/12;Ppto;32697828,65
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMINISTRACIÓN DE RECURSOS;2023/01;Ejecutado;73368844
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMINISTRACIÓN DE RECURSOS;2023/01;Ppto;4001573,514
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMINISTRACIÓN DE RECURSOS;2023/02;Ppto;2306198,792
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMINISTRACIÓN DE RECURSOS;2023/03;Ppto;10696856,93
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMINISTRACIÓN DE RECURSOS;2023/04;Ppto;4081242,167
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMINISTRACIÓN DE RECURSOS;2023/05;Ppto;4120889,965
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMINISTRACIÓN DE RECURSOS;2023/06;Ppto;15218486,64
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMINISTRACIÓN DE RECURSOS;2023/07;Ppto;4528276,297
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMINISTRACIÓN DE RECURSOS;2023/08;Ppto;2124448,515
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMINISTRACIÓN DE RECURSOS;2023/09;Ppto;4035364,846
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMINISTRACIÓN DE RECURSOS;2023/10;Ppto;2058426,019
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMINISTRACIÓN DE RECURSOS;2023/11;Ppto;2066643,383
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMINISTRACIÓN DE RECURSOS;2023/12;Ppto;2029559,425
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN CONVENIOS;2023/01;Ejecutado;2157128
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN CONVENIOS;2023/01;Ppto;3041012,107
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN CONVENIOS;2023/02;Ppto;1545033,062
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN CONVENIOS;2023/03;Ppto;2578556,076
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN CONVENIOS;2023/04;Ppto;3296977,797
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN CONVENIOS;2023/05;Ppto;3349364,683
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN CONVENIOS;2023/06;Ppto;2056316,669
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN CONVENIOS;2023/07;Ppto;1835383,811
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN CONVENIOS;2023/08;Ppto;1590241,056
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN CONVENIOS;2023/09;Ppto;23323577,84
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN CONVENIOS;2023/10;Ppto;1650955,592
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN CONVENIOS;2023/11;Ppto;1736735,266
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN CONVENIOS;2023/12;Ppto;1759852,193
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMON PROYECTOS SOCIALES;2023/01;Ejecutado;1258165
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMON PROYECTOS SOCIALES;2023/01;Ppto;1396739,472
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMON PROYECTOS SOCIALES;2023/02;Ppto;726224,2841
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMON PROYECTOS SOCIALES;2023/03;Ppto;1165369,58
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMON PROYECTOS SOCIALES;2023/04;Ppto;1692915,364
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMON PROYECTOS SOCIALES;2023/05;Ppto;1718385,053
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMON PROYECTOS SOCIALES;2023/06;Ppto;1070969,153
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMON PROYECTOS SOCIALES;2023/07;Ppto;898101,0233
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMON PROYECTOS SOCIALES;2023/08;Ppto;964507,5695
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMON PROYECTOS SOCIALES;2023/09;Ppto;11329978,33
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMON PROYECTOS SOCIALES;2023/10;Ppto;1031048,299
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMON PROYECTOS SOCIALES;2023/11;Ppto;1082739,123
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMON PROYECTOS SOCIALES;2023/12;Ppto;1101155,221
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN RED;2023/01;Ejecutado;76791926
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN RED;2023/01;Ppto;117874332,9
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN RED;2023/02;Ppto;100458651,4
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN RED;2023/03;Ppto;246754992,6
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN RED;2023/04;Ppto;112989179,6
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN RED;2023/05;Ppto;115020878,9
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN RED;2023/06;Ppto;112817213,8
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN RED;2023/07;Ppto;111906322,3
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN RED;2023/08;Ppto;107493906,3
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN RED;2023/09;Ppto;246952524,4
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN RED;2023/10;Ppto;111582776,4
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN RED;2023/11;Ppto;114149862,3
BIENESTAR Y DESARROLLO SOCIAL;RED;ADMÓN RED;2023/12;Ppto;115928004,5
BIENESTAR Y DESARROLLO SOCIAL;RED;CULTURA;2023/01;Ejecutado;320518
BIENESTAR Y DESARROLLO SOCIAL;RED;CULTURA;2023/01;Ppto;2385396,355
BIENESTAR Y DESARROLLO SOCIAL;RED;CULTURA;2023/02;Ppto;1207989,51
BIENESTAR Y DESARROLLO SOCIAL;RED;CULTURA;2023/03;Ppto;1680178,591
BIENESTAR Y DESARROLLO SOCIAL;RED;CULTURA;2023/04;Ppto;1944141,787
BIENESTAR Y DESARROLLO SOCIAL;RED;CULTURA;2023/05;Ppto;1710213,296
BIENESTAR Y DESARROLLO SOCIAL;RED;CULTURA;2023/06;Ppto;1455790,606
BIENESTAR Y DESARROLLO SOCIAL;RED;CULTURA;2023/07;Ppto;1172668,176
BIENESTAR Y DESARROLLO SOCIAL;RED;CULTURA;2023/08;Ppto;901441,935
BIENESTAR Y DESARROLLO SOCIAL;RED;CULTURA;2023/09;Ppto;4280464,718
BIENESTAR Y DESARROLLO SOCIAL;RED;CULTURA;2023/10;Ppto;931364,3918
BIENESTAR Y DESARROLLO SOCIAL;RED;CULTURA;2023/11;Ppto;978190,3491
BIENESTAR Y DESARROLLO SOCIAL;RED;CULTURA;2023/12;Ppto;1001645,257
BIENESTAR Y DESARROLLO SOCIAL;RED;DEPORTES;2023/01;Ejecutado;239594113
BIENESTAR Y DESARROLLO SOCIAL;RED;DEPORTES;2023/01;Ppto;262663228,5
BIENESTAR Y DESARROLLO SOCIAL;RED;DEPORTES;2023/02;Ppto;219719070,7
BIENESTAR Y DESARROLLO SOCIAL;RED;DEPORTES;2023/03;Ppto;328465595,8
BIENESTAR Y DESARROLLO SOCIAL;RED;DEPORTES;2023/04;Ppto;255553654,1
BIENESTAR Y DESARROLLO SOCIAL;RED;DEPORTES;2023/05;Ppto;256260549,4
BIENESTAR Y DESARROLLO SOCIAL;RED;DEPORTES;2023/06;Ppto;216813921,3
BIENESTAR Y DESARROLLO SOCIAL;RED;DEPORTES;2023/07;Ppto;267138496
BIENESTAR Y DESARROLLO SOCIAL;RED;DEPORTES;2023/08;Ppto;275102511,3
BIENESTAR Y DESARROLLO SOCIAL;RED;DEPORTES;2023/09;Ppto;1128312039
BIENESTAR Y DESARROLLO SOCIAL;RED;DEPORTES;2023/10;Ppto;260052884,6
BIENESTAR Y DESARROLLO SOCIAL;RED;DEPORTES;2023/11;Ppto;291582667
BIENESTAR Y DESARROLLO SOCIAL;RED;DEPORTES;2023/12;Ppto;268348662,7
BIENESTAR Y DESARROLLO SOCIAL;RED;RECREACIÓN;2023/01;Ejecutado;54049360
BIENESTAR Y DESARROLLO SOCIAL;RED;RECREACIÓN;2023/01;Ppto;97970549,11
BIENESTAR Y DESARROLLO SOCIAL;RED;RECREACIÓN;2023/02;Ppto;83765163,21
BIENESTAR Y DESARROLLO SOCIAL;RED;RECREACIÓN;2023/03;Ppto;122673345,3
BIENESTAR Y DESARROLLO SOCIAL;RED;RECREACIÓN;2023/04;Ppto;112018588,2
BIENESTAR Y DESARROLLO SOCIAL;RED;RECREACIÓN;2023/05;Ppto;122159597,8
BIENESTAR Y DESARROLLO SOCIAL;RED;RECREACIÓN;2023/06;Ppto;98477617,62
BIENESTAR Y DESARROLLO SOCIAL;RED;RECREACIÓN;2023/07;Ppto;145210178,7
BIENESTAR Y DESARROLLO SOCIAL;RED;RECREACIÓN;2023/08;Ppto;131352856,6
BIENESTAR Y DESARROLLO SOCIAL;RED;RECREACIÓN;2023/09;Ppto;201887677,7
BIENESTAR Y DESARROLLO SOCIAL;RED;RECREACIÓN;2023/10;Ppto;126467166,9
BIENESTAR Y DESARROLLO SOCIAL;RED;RECREACIÓN;2023/11;Ppto;143926093,3
BIENESTAR Y DESARROLLO SOCIAL;RED;RECREACIÓN;2023/12;Ppto;123052508,7
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;SUBSIDIO;2023/01;Ejecutado;159053035
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;SUBSIDIO;2023/01;Ppto;238195321
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;SUBSIDIO;2023/02;Ppto;245569869,6
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;SUBSIDIO;2023/03;Ppto;382196292,2
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;SUBSIDIO;2023/04;Ppto;217494479,8
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;SUBSIDIO;2023/05;Ppto;209700426,3
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;SUBSIDIO;2023/06;Ppto;199962529
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;SUBSIDIO;2023/07;Ppto;252142001,7
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;SUBSIDIO;2023/08;Ppto;236035643,8
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;SUBSIDIO;2023/09;Ppto;322446888,5
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;SUBSIDIO;2023/10;Ppto;261248840,8
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;SUBSIDIO;2023/11;Ppto;251311984,4
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;SUBSIDIO;2023/12;Ppto;254174526,9
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;VIVIENDA;2023/01;Ejecutado;29247698
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;VIVIENDA;2023/01;Ppto;60590307,99
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;VIVIENDA;2023/02;Ppto;39573977,34
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;VIVIENDA;2023/03;Ppto;54364451,47
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;VIVIENDA;2023/04;Ppto;67556897,17
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;VIVIENDA;2023/05;Ppto;36879179,99
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;VIVIENDA;2023/06;Ppto;31190521,93
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;VIVIENDA;2023/07;Ppto;52501144,22
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;VIVIENDA;2023/08;Ppto;41147646,59
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;VIVIENDA;2023/09;Ppto;97673607,63
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;VIVIENDA;2023/10;Ppto;56618700,77
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;VIVIENDA;2023/11;Ppto;44028810,89
BIENESTAR Y DESARROLLO SOCIAL;VIVIENDA;VIVIENDA;2023/12;Ppto;41787248,47
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ADMNISTRACION UNIDAD CSC;2023/01;Ejecutado;3634365
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ADMNISTRACION UNIDAD CSC;2023/01;Ppto;10529364,17
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ADMNISTRACION UNIDAD CSC;2023/02;Ppto;2372397,717
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ADMNISTRACION UNIDAD CSC;2023/03;Ppto;2848335,788
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ADMNISTRACION UNIDAD CSC;2023/04;Ppto;3171531,918
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ADMNISTRACION UNIDAD CSC;2023/05;Ppto;3144176,449
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ADMNISTRACION UNIDAD CSC;2023/06;Ppto;3882526,931
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ADMNISTRACION UNIDAD CSC;2023/07;Ppto;3063520,086
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ADMNISTRACION UNIDAD CSC;2023/08;Ppto;3047354,712
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ADMNISTRACION UNIDAD CSC;2023/09;Ppto;6394181,171
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ADMNISTRACION UNIDAD CSC;2023/10;Ppto;2978237,816
CENTRO DE SERVICIOS COMPARTIDOS;CENTRO DE SERVICIOS COMPARTIDOS;ADMNISTRACION UNIDAD CSC;2023/11;Ppto;2978260,356
